------------------------------------------------ INICIALIZADO O APRENDIZADO ------------------------------------------------ 
----------------------------------------------------------------------------------------------------------------------------
---------------------------------------------- TABELA DO ESTADO :1--------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------
Estado    Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     
37        Esquerda    35          0,000     Direita     -1          0,000     Cima        -1          0,000     Baixo       31          0,000     
38        Esquerda    10          5,314     Direita     -1          0,000     Cima        39          6,561     Baixo       -1          0,000     
39        Esquerda    -1          0,000     Direita     14          5,314     Cima        10          5,314     Baixo       11          4,783     
40        Esquerda    17          7,290     Direita     16          5,905     Cima        -1          0,000     Baixo       37          5,905     
41        Esquerda    22          6,561     Direita     18          8,100     Cima        -1          0,000     Baixo       20          6,561     
----------------------------------------------------------------------------------------------------------------------------
---------------------------------------------- TABELA DO ESTADO :38--------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------
Estado    Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     Acao      Destino   Valor     
1         Esquerda    -1          0,000     Direita     15          5,905     Cima        1           4,783     Baixo       -1          0,000     
2         Esquerda    3           4,783     Direita     2           5,314     Cima        -1          0,000     Baixo       0           5,314     
3         Esquerda    1           4,783     Direita     -1          0,000     Cima        5           5,905     Baixo       -1          0,000     
